x coord, y coord, z coord, scalar 
1.52456, 12.6388, 0, 0.000574284
1.52456, 12.8694, 0, 0.000695006
1.52456, 13.0735, 0, 0.000801685
1.52456, 13.2045, 0, 0.000870056
3.42621, 12.6403, 0, 0.000406462
3.42621, 12.7656, 0, 0.000469909
3.42621, 12.9608, 0, 0.000568591
3.42621, 13.1813, 0, 0.000679764
3.42621, 13.3765, 0, 0.000777957
3.42621, 13.5018, 0, 0.000840883
5.57379, 13.0205, 0, 0.000478355
5.57379, 13.1393, 0, 0.000535297
5.57379, 13.3244, 0, 0.000623792
5.57379, 13.5335, 0, 0.000723451
5.57379, 13.7186, 0, 0.000811442
5.57379, 13.8375, 0, 0.000867792
7.47544, 13.3571, 0, 0.000606403
7.47544, 13.4702, 0, 0.00065725
7.47544, 13.6464, 0, 0.000736231
7.47544, 13.8454, 0, 0.000825076
7.47544, 14.0216, 0, 0.000903447
7.47544, 14.1347, 0, 0.00095359
8.69611, 13.5732, 0, 0.000725924
8.69612, 13.6826, 0, 0.000772659
8.69612, 13.8531, 0, 0.000845206
8.69612, 14.0456, 0, 0.000926767
8.69612, 14.2161, 0, 0.000998654
8.69611, 14.3255, 0, 0.00104463
0.303885, 13.0808, 0, 0.000941188
0.303885, 13.2155, 0, 0.00101382
0.303885, 13.4254, 0, 0.00112675
0.303885, 13.6624, 0, 0.00125399
0.303885, 13.8723, 0, 0.00136639
0.303885, 14.007, 0, 0.00143841
1.52456, 13.2698, 0, 0.000902955
1.52456, 13.4008, 0, 0.000972204
1.52456, 13.6049, 0, 0.00107987
1.52456, 13.8355, 0, 0.00120114
1.52456, 14.0396, 0, 0.00130824
1.52456, 14.1707, 0, 0.00137685
3.42621, 13.5642, 0, 0.000875811
3.42621, 13.6895, 0, 0.000939548
3.42621, 13.8847, 0, 0.0010386
3.42621, 14.1051, 0, 0.00115014
3.42621, 14.3003, 0, 0.00124858
3.42621, 14.4256, 0, 0.00131163
5.57379, 13.8966, 0, 0.000899024
5.57379, 14.0154, 0, 0.000956109
5.57379, 14.2006, 0, 0.00104479
5.57379, 14.4096, 0, 0.00114454
5.57379, 14.5948, 0, 0.00123255
5.57379, 14.7136, 0, 0.00128888
7.47544, 14.191, 0, 0.00097536
7.47544, 14.3041, 0, 0.00102618
7.47544, 14.4803, 0, 0.00110506
7.47544, 14.6793, 0, 0.00119373
